"","ID","Titol_cat","Enllac","Nom_BBDD","CONTENTS","CONTENTS.ca.","CREATION.DATE","DATA","DECIMALS","DESCRIPTION","DESCRIPTION.ca.","ELIMINATION","ELIMINATION.ca.","HEADING","HEADING.ca.","INFO","INFO.ca.","LAST.UPDATED","LAST.UPDATED.ca.","MATRIX","NOTE","NOTE.ca.","REFPERIOD","REFPERIOD.ca.","SHOWDECIMALS","SOURCE","SOURCE.ca.","STUB","STUB.ca.","SUBJECT.AREA","SUBJECT.AREA.ca.","SUBJECT.CODE","SURVEY","SURVEY.ca.","TITLE","TITLE.ca.","UNITS","UNITS.ca.","UPDATE.FREQUENCY","VALUES","VALUES.ca.","SUBJECT.AREA.1","SUBJECT.AREA.2","SUBJECT.AREA.ca.1","SUBJECT.AREA.ca.2","SUBJECT.CODE.1","SUBJECT.CODE.2","REFPERIOD.start.","REFPERIOD.end."
"11","ID_21320",NA,"https://ibestat.caib.es/ibestat/service/ibestat/pxcontent/4f0614be-ca56-41a9-95d2-2b2ccd016031/I103004_1417.px","I103004_1417","Nombres","Noms","20190430 00:00",NA,"2","Nombres más frecuentes de los recién nacidos de madres residentes en Eivissa y su distribución municipal.","Noms més freqüents dels nounats de mares residents a Eivissa i la seva distribució municipal.",NA,NA,"Datos","Dades","Nacimientos 2017","Naixements 2017","20190425 13:43","20190425 13:43","I103004_1417","El orden de los nombres expresado entre paréntesis se refiere al obtenido con respecto al total de la isla.","L'ordre dels noms expressat entre parèntesi es refereix a l'obtingut respecte al total de l'illa.","20"" ""17","2017","0","Institut d'Estadística de les Illes Balears (IBESTAT). España (CC BY 3.0)","Institut d'Estadística de les Illes Balears (IBESTAT). Espanya (CC BY 3.0)",NA,"Nom i núm. ordre, Municipi de residència","Población > Nombres más frecuentes","Població > Noms més freqüents","2.4","Nacimientos","Naixements","Nombres más frecuentes de los recién nacidos de madres residentes en Eivissa y su distribución municipal.","Noms més freqüents dels nounats de mares residents a Eivissa i la seva distribució municipal.","Según datos","Segons dades","No se actualiza",NA,"DYLAN (1), HUGO (2), MARTIN (3), LEO (4), MARC (5), LUCAS (6), MATEO (7), PAU (8), ALEJANDRO (9), AXEL (10), DANIEL (11), ENZO (12), ERIC (13), IKER (14), LIAM (15), PABLO (16), ADAM (17), ADRIAN (18), ALEX (19), ALVARO (20), BRUNO (21), IZAN (22), OLIVER (23), ANGEL (24), DAVID (25)","Población","Nombres más frecuentes","Població","Noms més freqüents","2","4",2017,NA
"12","ID_3392",NA,"https://ibestat.caib.es/ibestat/service/ibestat/pxcontent/2d03bd02-cce7-40b2-9e54-56dd59d2cc6b/I312002_1114.px","I312002_1114","Uso de ordenador en los últimos 3 meses","Ús d'ordinador els últims 3 mesos","20150130 09:00",NA,"2","Uso de ordenador en los últimos 3 meses por características demográficas y uso de Internet.","Ús d'ordinador els últims 3 mesos per característiques demogràfiques i ús d'Internet","Total","Total","Datos","Dades","Encuesta sobre equipamiento y uso de tecnologías de la información y comunicación en los hogares","Enquesta sobre equipament i ús de tecnologies de la informació i comunicació a les llars","20150505 09:26","20150505 09:26","I312002_1114","1. Número de personas de 16 a 74 años y porcentajes horizontales. #2. (...) Dato oculto por impreciso o baja calidad.","1. Nombre de persones de 16 anys a 74 i percentatges horitzontals. #2. (...) Dada oculta perquè és  imprecisa o de baixa qualitat.","2011","2011","0","Institut d'Estadística de les Illes Balears (IBESTAT) a partir de datos del Instituto Nacional de Estadística (INE). España (CC BY 3.0)","Institut d'Estadística de les Illes Balears (IBESTAT) a partir de dades de l'Institut Nacional d'Estadística (INE). Espanya (CC BY 3.0)","Características.demográficas","Característiques demogràfiques","Sociedad > Sociedad de la información","Societat > Societat de la informació","4.1","Encuesta sobre equipamiento y uso de tecnologías de la información y comunicación en los hogares (TIC-H)","Enquesta sobre equipament i ús de tecnologies de la informació i comunicació en les llars (TIC-Ll)","Uso de ordenador en los últimos 3 meses por características demográficas y uso de Internet.","Ús d'ordinador els últims 3 mesos per característiques demogràfiques i ús d'Internet","Según datos","Segons dades","A",NA,"Total, Edat: De 16 a 34 anys, Edat: De 35 a 54 anys, Edat: de 55 anys i més, Hàbitat: Més de 50.000 habitants, Hàbitat: De 20.000 a 50.000 habitants, Hàbitat: menys de 20.000 habitants, Grandària de la llar: Llars d'1 membre, Grandària de la llar: Llars de 2 membres, Grandària de la llar: Llars de 3 membres, Grandària de la llar: Llars de 4 membres o més, Homes, Dones","Sociedad","Sociedad de la información","Societat","Societat de la informació","4","1",2011,NA
"13","ID_4287",NA,"https://ibestat.caib.es/ibestat/service/ibestat/pxcontent/14ba73c4-3595-4baa-84d0-e0be48b3feac/nac_t205e15.px","nac_t205e15","Nacidos vivos de madres residentes en Illes Balears","Nascuts vius de mares residents a Illes Balears","20170103 09:00",NA,"0","Nacidos vivos por comarca de residencia (NUTS 4), zona de nacimiento y ocupación principal de la madre.","Nascuts vius per comarca de residència (NUTS 4), zona de naixement i ocupació principal de la mare.","ILLES BALEARS","ILLES BALEARS","Ocupación.principal","Ocupació principal","Nacimientos 2015","Naixements 2015","20170103 11:00","20170103 11:00","nac_t205e15",NA,NA,"2015","2015","0","Institut d'Estadística de les Illes Balears (IBESTAT). España (CC BY 3.0)","Institut d'Estadística de les Illes Balears (IBESTAT). Espanya (CC BY 3.0)",NA,"Comarca de residència (NUTS 4), Zona de naixença","Población > Nacimientos","Població > Naixements","2.15","Nacimientos","Naixements","Nacidos vivos por comarca de residencia (NUTS 4), zona de nacimiento y ocupación principal de la madre.","Nascuts vius per comarca de residència (NUTS 4), zona de naixement i ocupació principal de la mare.","Número de nacidos vivos","Nombre de nascuts vius","No se actualiza",NA,"ILLES BALEARS, 01 Pla (Mallorca), 02 Raiguer (Mallorca), 03 Nord (Mallorca), 04 Tramuntana (Mallorca), 05 Sud (Mallorca), 06 Llevant (Mallorca), 07 Badia de Palma (Mallorca), 08 Menorca (Menorca), 09 Eivissa i Formentera (Eivissa i Formentera)","Población","Nacimientos","Població","Naixements","2","15",2015,NA
"14","ID_3499",NA,"https://ibestat.caib.es/ibestat/service/ibestat/pxcontent/53ca9850-ae99-4f8e-b949-45570e2821be/I312002_1557.px","I312002_1557","Personas que han comprado por Internet en los últimos 3 meses","Persones que han comprat per Internet en els darrers tres mesos","20150130 09:00",NA,"2","Personas que han comprado por Internet en los últimos 3 meses por características socioeconómicas y número de veces que han comprado por Internet durante ese periodo.","Persones que han comprat per Internet en els darrers tres mesos per característiques socioeconòmiques i nombre de vegades que han comprat per Internet durant aquest període.","Total","Total","Datos","Dades","Encuesta sobre equipamiento y uso de tecnologías de la información y comunicación en los hogares","Enquesta sobre equipament i ús de tecnologies de la informació i comunicació a les llars","20160219 11:57","20160219 11:57","I312002_1557","1. Número de personas de 16 a 74 años y porcentajes horizontales. #2. (...) Dato oculto por impreciso o baja calidad.","1. Nombre de persones de 16 anys a 74 i percentatges horitzontals. #2. (...) Dada oculta perquè és  imprecisa o de baixa qualitat.","2015","2015","0","Institut d'Estadística de les Illes Balears (IBESTAT) a partir de datos del Instituto Nacional de Estadística (INE). España (CC BY 3.0)","Institut d'Estadística de les Illes Balears (IBESTAT) a partir de dades de l'Institut Nacional d'Estadística (INE). Espanya (CC BY 3.0)","Características.socioeconómicas","Característiques socioeconòmiques","Sociedad > Sociedad de la información","Societat > Societat de la informació","4.1","Encuesta sobre equipamiento y uso de tecnologías de la información y comunicación en los hogares (TIC-H)","Enquesta sobre equipament i ús de tecnologies de la informació i comunicació en les llars (TIC-Ll)","Personas que han comprado por Internet en los últimos 3 meses por características socioeconómicas y número de veces que han comprado por Internet durante ese periodo.","Persones que han comprat per Internet en els darrers tres mesos per característiques socioeconòmiques i nombre de vegades que han comprat per Internet durant aquest període.","Según datos","Segons dades","A",NA,"Total, Estudis acabats: Educació primària o inferior, Estudis acabats: Educació secundària, Estudis acabats: Formació professional de grau superior, Estudis acabats: Educació superior, Situació laboral: Actius ocupats, Situació laboral: Actius parats, Situació laboral: inactius: jubilat o prejubilat i incapacitat permanent, Situació laboral: una altra situació laboral, estudiants, labors de la llar i voluntariat social, Situació professional (en treball principal): Treballador per compte d'altri, Situació professional (en treball principal): Treballador per compte propi, Ocupació principal: Manual, Ocupació principal: No manual, Ingressos mensuals nets de la llar a la qual pertanyen: menys de 900 euros, Ingressos mensuals nets de la llar a la qual pertanyen: de 901 a 1.600 euros, Ingressos mensuals nets de la llar a la qual pertanyen: d'1.601 a 2.500 euros, Ingressos mensuals nets de la llar a la qual pertanyen: més de 2.500 euros, Ingressos mensuals nets de la llar a la qual pertanyen: NS/NC","Sociedad","Sociedad de la información","Societat","Societat de la informació","4","1",2015,NA
"15","ID_10738",NA,"https://ibestat.caib.es/ibestat/service/ibestat/pxcontent/845eb71c-fe09-40e5-94ef-7f0e35070ef4/I3061_b12820.px","I3061_b12820","Distribución de la población total y de la población en riesgo de pobreza o exclusión social (nueva definición 2021)","Distribució de la població total i de la població en risc de pobresa o exclusió social (nova definició 2021)","20220726 09:00",NA,"1","Distribución de la población total y de la población en riesgo de pobreza o exclusión social (nueva definición 2021) por edad y sexo.","Distribució de la població total i de la població en risc de pobresa o exclusió social (nova definició 2021) per edat i sexe.","Total","Total","Datos","Dades","Encuesta de Condiciones de Vida","Enquesta de Condicions de Vida","20221103 13:27","20221103 13:27","I3061_b12820","1. La población en riesgo de pobreza o exclusión social es aquella que está o en riesgo de pobreza o con carencia material severa o en hogares con baja intensidad en el empleo.  #2. (...) Dato oculto por impreciso o baja calidad.","1. La població en risc de pobresa o exclusió social és aquella que està o en risc de pobresa o amb manca material severa o en llars amb baixa intensitat en l'ocupació. #2. (...) Dada oculta perquè és imprecisa o de baixa qualitat.","2020","2020","1","Institut d'Estadística de les Illes Balears (IBESTAT) a partir de datos del INE. España (CC BY 3.0)","Institut d'Estadística de les Illes Balears (Ibestat) a partir de dades de l'INE. Espanya (CC BY 3.0)",NA,"Sexe, Edat","Sociedad > Nivel, calidad y condiciones de vida","Societat > Nivell, qualitat i condicions de vida","4.05","Encuesta de Condiciones de Vida (ECV)","Enquesta de Condicions de Vida (ECV)","Distribución de la población total y de la población en riesgo de pobreza o exclusión social (nueva definición 2021) por edad y sexo.","Distribució de la població total i de la població en risc de pobresa o exclusió social (nova definició 2021) per edat i sexe.","Porcentaje","Percentatge","No se actualiza",NA,"Total, Home, Dona","Sociedad","Nivel, calidad y condiciones de vida","Societat","Nivell, qualitat i condicions de vida","4","05",2020,NA
"16","ID_17548",NA,"https://ibestat.caib.es/ibestat/service/ibestat/pxcontent/f1027614-1ee5-4e99-af77-1148bb6e6b6e/nac_t306a17.px","nac_t306a17","Nacidos vivos de madres residentes en Illes Balears","Nascuts vius de mares residents a Illes Balears","20190122 10:00",NA,"0","Nacidos vivos por estado civil, isla de residencia materna, orden del nacido e intervalo genésico. Madres españolas.","Nascuts vius per estat civil, illa de residència materna, ordre del nascut i interval genèsic. Mares espanyoles.","Total estado civil","Total estat civil","Intervalo.genésico","Interval genèsic","Nacimientos 2017","Naixements 2017","20190122 12:33","20190122 12:33","nac_t306a17","Madres no casadas: el intervalo del primer hijo se ha calculado para las madres que han declarado tener una pareja de hecho y contestan a la pregunta sobre la fecha en la que inició esa relación estable. La calidad de esta información no está comprobada.","Mares no casades: l'interval del primer fill s'ha calculat per a les mares que han declarat tenir una parella de fet i contesten a la pregunta sobre la data en la qual va iniciar la relació estable. La qualitat d'aquesta informació no està comprovada.","2017","2017","0","Institut d'Estadística de les Illes Balears (IBESTAT). España (CC BY 3.0)","Institut d'Estadística de les Illes Balears (IBESTAT). Espanya (CC BY 3.0)",NA,"Estat civil, Illa de residència, Ordre del nat","Población > Nacimientos","Població > Naixements","2.15","Nacimientos","Naixements","Nacidos vivos por estado civil, isla de residencia materna, orden del nacido e intervalo genésico. Madres españolas.","Nascuts vius per estat civil, illa de residència materna, ordre del nascut i interval genèsic. Mares espanyoles.","Nacidos vivos de madres españolas","Nascuts vius de mares espanyoles","No se actualiza",NA,"Total estat civil, Casada, No casada","Población","Nacimientos","Població","Naixements","2","15",2017,NA
"17","ID_9988",NA,"https://ibestat.caib.es/ibestat/service/ibestat/pxcontent/1ea59196-f03c-4d90-8feb-163155318c70/I3061_a01315.px","I3061_a01315","Personas de 16 o más años por decil de renta por unidad de consumo","Persones de 16 anys o més per decil de renda per unitat de consum","20111221 09:00",NA,"1","Personas de 16 y más años por decil de renta por unidad de consumo según nivel de formación.","Persones de 16 anys i més per decil de renda per unitat de consum segons el nivell de formació.","Total","Total","Datos","Dades","Encuesta de Condiciones de Vida","Enquesta de Condicions de Vida","20160603 08:42","20160603 08:42","I3061_a01315","1. Las unidades de consumo se calculan utilizando la escala de la OCDE modificada, que concede un peso  de 1 al primer adulto, un peso de 0,5 a los demás adultos y un peso de 0,3 a los menores de 14 años. #2. La renta anual neta se refiere a la del año anterior a la entrevista. #3. (...) Dato oculto por impreciso o baja calidad.","1. Les unitats de consum es calculen utilitzant l'escala de l'OCDE modificada, que concedeix un pes d'1 al primer adult, un pes de 0,5 als altres adults i un pes de 0,3 als menors de 14 anys. #2. La renda anual neta es refereix a la de l'any anterior a l'entrevista. #3. (...) Dada oculta perquè és imprecisa o de baixa qualitat.","2015","2015","1","Institut d'Estadística de les Illes Balears (IBESTAT) a partir de datos del INE. España (CC BY 3.0)","Institut d'Estadística de les Illes Balears (Ibestat) a partir de dades de l'INE. Espanya (CC BY 3.0)","Nivel.de.formación","Nivell de formació","Sociedad > Nivel, calidad y condiciones de vida","Societat > Nivell, qualitat i condicions de vida","4.05","Encuesta de Condiciones de Vida (ECV)","Enquesta de Condicions de Vida (ECV)","Personas de 16 y más años por decil de renta por unidad de consumo según nivel de formación.","Persones de 16 anys i més per decil de renda per unitat de consum segons el nivell de formació.","Porcentaje","Percentage","No se actualiza",NA,"Total, Educació primària o inferior, Educació secundària d'1a etapa, Educació secundària de 2a etapa, Educació superior, No consta","Sociedad","Nivel, calidad y condiciones de vida","Societat","Nivell, qualitat i condicions de vida","4","05",2015,NA
"18","ID_9159",NA,"https://ibestat.caib.es/ibestat/service/ibestat/pxcontent/e5cd2043-9802-4d9d-be20-16fbdb469efe/nac_t151e01.px","nac_t151e01","Nacidos vivos de madres residentes en Illes Balears","Nascuts vius de mares residents a Illes Balears","20020401 00:00",NA,"0","Nacidos vivos por comarca de residencia (NUTS 4), grupo de edad de la madre y orden del nacido. Madres no casadas.","Nascuts vius per comarca de residència (NUTS 4), grup d'edat de la mare i ordre del nascut. Mares no casades.","ILLES BALEARS","ILLES BALEARS","Orden.del.nacido","Ordre del nat","Nacimientos 2001","Naixements 2001","20100216 09:53","20100216 09:53","nac_t151e01",NA,NA,"2001","2001","0","Institut d'Estadística de les Illes Balears (IBESTAT). España (CC BY 3.0)","Institut d'Estadística de les Illes Balears (IBESTAT). Espanya (CC BY 3.0)",NA,"Comarca de residència (NUTS 4), Grup d'edat","Población > Nacimientos","Població > Naixements","2.15","Nacimientos","Naixements","Nacidos vivos por comarca de residencia (NUTS 4), grupo de edad de la madre y orden del nacido. Madres no casadas.","Nascuts vius per comarca de residència (NUTS 4), grup d'edat de la mare i ordre del nascut. Mares no casades.","Nacidos vivos de madres no casadas","Nascuts vius de mares no casades",NA,NA,"ILLES BALEARS, 01 Pla (Mallorca), 02 Raiguer (Mallorca), 03 Nord (Mallorca), 04 Tramuntana (Mallorca), 05 Sud (Mallorca), 06 Llevant (Mallorca), 07 Badia de Palma (Mallorca), 08 Menorca (Menorca), 09 Eivissa i Formentera (Eivissa i Formentera)","Población","Nacimientos","Població","Naixements","2","15",2001,NA
"19","ID_14017",NA,"https://ibestat.caib.es/ibestat/service/ibestat/pxcontent/5ec3ccf4-d866-4341-826e-05f57fffe0e7/I101004_co17.px","I101004_co17","Población residente en establecimientos colectivos","Població resident en establiments col·lectius","20140416 00:00",NA,"0","Población residente en establecimientos colectivos por sexo, la relación con la actividad económica y nivel de estudios completado. Illes Balears.","Població resident en establiments col·lectius per sexe, relació amb l'activitat econòmica i nivell d'estudis completat. Illes Balears.","Ambos sexos","Ambdós sexes","Nivel.de.estudios.completado","Nivell d'estudis completat","Censo 2011","Cens 2011","20140416 13:02","20140416 13:02","I101004_co17","1. Los resultados relacionados con la población residente se obtuvieron a partir de una encuesta por muestreo realizada en cada uno de los establecimientos. Entre las distintas tablas, o incluso en la suma de las partes, se pueden observar ligeras diferencias como resultado de aplicar el factor de elevación a los registros.#2. (...) Dato oculto por impreciso o baja calidad.","1. Els resultats relacionats amb la població resident es varen obtenir a partir d'una enquesta per mostreig feta a cada establiment. Entre les diverses taules, o fins i tot en la suma de les parts, es poden observar lleugeres diferències com a resultat d'aplicar el factor d'elevació als registres.#2. (...) Dada oculta perquè és imprecisa o de baixa qualitat.","2011","2011","0","Institut d'Estadística de les Illes Balears (IBESTAT) a partir de datos del INE. España (CC BY 3.0)","Institut d'Estadística de les Illes Balears (Ibestat) a partir de dades de l'INE. Espanya (CC BY 3.0)",NA,"Sexe, Relació amb l'activitat econòmica","Población > Censos de población","Població > Censos de població","2.07","Censo","Cens","Población residente en establecimientos colectivos por sexo, la relación con la actividad económica y nivel de estudios completado. Illes Balears.","Població resident en establiments col·lectius per sexe, relació amb l'activitat econòmica i nivell d'estudis completat. Illes Balears.","Personas","Persones","No se actualiza",NA,"Ambdós sexes, Homes, Dones","Población","Censos de población","Població","Censos de població","2","07",2011,NA
"20","ID_13956",NA,"https://ibestat.caib.es/ibestat/service/ibestat/pxcontent/3e587d7c-0507-4465-a046-bca1c8f8a6bb/I101004_ho23.px","I101004_ho23","Hogares","Llars","20140507 00:00",NA,"0","Hogares por tipo de municipio, estructura y tamaño del hogar.","Llars per tipus de municipi, estructura i grandària de la llar.","Total","Total","Tamaño.del.hogar","Grandària de la llar","Censo 2011","Cens 2011","20140507 10:25","20140507 10:25","I101004_ho23","1. Los resultados del Censo proceden de los datos obtenidos a partir de una encuesta por muestreo. Entre las distintas tablas, o incluso en la suma de las partes, se pueden observar ligeras diferencias como resultado de aplicar el factor de elevación a los registros.#2. (...) Dato oculto por impreciso o baja calidad.","1. Els resultats del Cens procedeixen de les dades obtingudes a partir d'una enquesta per mostreig. Entre les diferents taules, o fins i tot en la suma de les parts, es poden observar lleugeres diferències com a resultat d'aplicar el factor d'elevació als registres.#2. (...) Dada oculta perquè és imprecisa o de baixa qualitat.","2011","2011","0","Institut d'Estadística de les Illes Balears (IBESTAT) a partir de datos del INE. España (CC BY 3.0)","Institut d'Estadística de les Illes Balears (Ibestat) a partir de dades de l'INE. Espanya (CC BY 3.0)",NA,"Tipus de municipi, Estructura de la llar","Población > Censos de población","Població > Censos de població","2.07","Censo","Cens","Hogares por tipo de municipio, estructura y tamaño del hogar.","Llars per tipus de municipi, estructura i grandària de la llar.","Hogares","Llars","No se actualiza",NA,"Total, Rural, Semiurbà, Urbà","Población","Censos de población","Població","Censos de població","2","07",2011,NA
"21","ID_16803",NA,"https://ibestat.caib.es/ibestat/service/ibestat/pxcontent/ebf8969e-a9f4-4e95-bd31-eaa6ac70f7f3/I101003_0360.px","I101003_0360","Población desocupada buscando el primer empleo y que estudia","Població desocupada que cerca la primera feina i que estudia","20100601 00:00",NA,"0","Población desocupada buscando el primer empleo y que estudia por sexo, grupo de edad, isla de residencia y estudios en curso.","Població desocupada que cerca la primera feina i que estudia per sexe, grup d'edat, illa de residència i estudis en curs","Ambos sexos","Ambdós sexes",NA,"Illa, Estudis en curs","Censos de población y viviendas 2001","Censos de població i habitatges 2001","20101201 09:36","20101201 09:36","I101003_0360","Incluye la población de 16 años o más que estudia con independencia de que pueda realizar otra actividad o más de un tipo de estudio","Inclou la població de 16 anys o més que estudia amb independència que pugui fer una altra activitat o més d'un tipus d'estudi.","01/11/2001","01/11/2001","0","Institut d'Estadística de les Illes Balears (IBESTAT) a partir de lo microdatos proporcionados por el Instituto Nacional de Estadística (INE). España (CC BY 3.0)","Institut d'Estadística dels Illes Balears (IBESTAT) a partir de les microdades proporcionades per l'Institut Nacional d'Estadística (INE). Espanya (CC BY 3.0)",NA,"Sexe, Grup d'edat","Población > Censos de población","Població > Censos de població","2.07","Censos de población y viviendas","Censos de població i habitatges","Población desocupada buscando el primer empleo y que estudia por sexo, grupo de edad, isla de residencia y estudios en curso.","Població desocupada que cerca la primera feina i que estudia per sexe, grup d'edat, illa de residència i estudis en curs","Personas residentes en viviendas familiares principales","Persones residents en habitatges familiars principals","No se actualiza",NA,"Ambdós sexes, Homes, Dones","Población","Censos de población","Població","Censos de població","2","07",2001,NA
"22","ID_22508",NA,"https://ibestat.caib.es/ibestat/service/ibestat/pxcontent/771f67ad-9212-4a54-a9ca-98f67bdcca5e/par_t006c_01.px","par_t006c_01","Partos","Parts","20020305 00:00",NA,"0","Partos por isla y municipio de residencia y grupo de edad de la madre según multiplicidad y normalidad del parto.","Parts per illa i municipi de residència i grup d'edat de la mare segons multiplicitat i normalitat del part.","ILLES BALEARS","ILLES BALEARS",NA,"Multiplicitat, Normalitat","Partos 2001","Parts 2001","20100302 11:55","20100302 11:55","par_t006c_01",NA,NA,"Partos 2001","Parts 2001","0","Institut d'Estadística de les Illes Balears (IBESTAT). España (CC BY 3.0)","Institut d'Estadística de les Illes Balears (IBESTAT). Espanya (CC BY 3.0)",NA,"Illa i municipi de residència, Grup d'edat","Población > Partos","Població > Parts","2.2","Partos","Parts","Partos por isla y municipio de residencia y grupo de edad de la madre según multiplicidad y normalidad del parto.","Parts per illa i municipi de residència i grup d'edat de la mare segons multiplicitat i normalitat del part.","Número de partos","Nombre de parts",NA,NA,"ILLES BALEARS, MALLORCA, 07001 Alaró, 07003 Alcúdia, 07004 Algaida, 07005 Andratx, 07006 Artà, 07007 Banyalbufar, 07008 Binissalem, 07009 Búger, 07010 Bunyola, 07011 Calvià, 07012 Campanet, 07013 Campos, 07014 Capdepera, 07016 Consell, 07017 Costitx, 07018 Deià, 07019 Escorca, 07020 Esporles, 07021 Estellencs, 07022 Felanitx, 07025 Fornalutx, 07027 Inca, 07028 Lloret de Vistalegre, 07029 Lloseta, 07030 Llubí, 07031 Llucmajor, 07033 Manacor, 07034 Mancor de la Vall, 07035 Maria de la Salut, 07036 Marratxí, 07038 Montuïri, 07039 Muro, 07040 Palma, 07041 Petra, 07042 Pollença, 07043 Porreres, 07044 Pobla (Sa), 07045 Puigpunyent, 07047 Sencelles, 07049 Sant Joan, 07051 Sant Llorenç des Cardassar, 07053 Santa Eugènia, 07055 Santa Margalida, 07056 Santa Maria del Camí, 07057 Santanyí, 07058 Selva, 07059 Salines (Ses), 07060 Sineu, 07061 Sóller, 07062 Son Servera, 07063 Valldemossa, 07065 Vilafranca de Bonany, 07901 Ariany, MENORCA, 07002 Alaior, 07015 Ciutadella de Menorca, 07023 Ferreries, 07032 Maó, 07037 Mercadal (Es), 07052 Sant Lluís, 07064 Castell (Es), 07902 Migjorn Gran (Es), EIVISSA, 07026 Eivissa, 07046 Sant Antoni de Portmany, 07048 Sant Josep de sa Talaia, 07050 Sant Joan de Labritja, 07054 Santa Eulària del Riu, FORMENTERA, 07024 Formentera","Población","Partos","Població","Parts","2","2",2001,NA
